nombre_curso,price(USD),cant_suscriptores,cant_opiniones,cant_lecciones,nivel,valoracion,duracion_curso,categoria,Free/Paid,fecha_curso,año
Introduction to bookkeeping and Accounting,35.0,2623,158,20,Principiante,4.8,1.0,Negocios y Finanzas,Paid,2015-08-21,2015
Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,150.0,2602,402,57,Mixto,4.8,5.0,Negocios y Finanzas,Paid,2015-10-28,2015
Financial Accounting: The Complete Introductory Crash Course,100.0,2591,44,69,Mixto,4.8,10.0,Negocios y Finanzas,Paid,2015-01-26,2015
IAS 18 - Revenue,0.0,2571,32,23,Mixto,4.8,4.5,Negocios y Finanzas,Free,2014-03-29,2014
Succeed in Stocks Even if you Don't Know Where to Start,0.0,2554,20,10,Mixto,4.8,1.0,Negocios y Finanzas,Free,2017-03-09,2017
Basics of Economics (College Level),25.0,2516,12,20,Mixto,4.35,1.5,Negocios y Finanzas,Paid,2015-01-08,2015
The Complete Ethereum Course: Get .01 Ether In Your Wallet,45.0,2507,333,40,Mixto,4.35,2.0,Negocios y Finanzas,Paid,2016-05-30,2016
QuickBooks 2015 Training for Newbies,200.0,2506,21,76,Principiante,4.35,6.0,Negocios y Finanzas,Paid,2015-05-11,2015
Learn How To Successfully Trade Stocks: In 5 Simple Steps,95.0,2493,276,108,Principiante,4.35,9.5,Negocios y Finanzas,Paid,2015-01-31,2015
Accounting 1 Simplified for You,45.0,2490,95,13,Mixto,4.35,3.0,Negocios y Finanzas,Paid,2014-11-10,2014
Free Options 101 - Basic of Call and Put Options in 1 Hours,0.0,2481,71,26,Avanzado,4.35,1.5,Negocios y Finanzas,Free,2016-08-22,2016
CFA Corporate Finance Level 2,50.0,2474,6,128,Principiante,4.35,17.5,Negocios y Finanzas,Paid,2015-07-07,2015
Beginner to Pro - Financial Analysis in Excel 2017,95.0,2451,11,36,Mixto,4.35,3.0,Negocios y Finanzas,Paid,2017-05-30,2017
Save on Your Taxes,20.0,2437,12,23,Principiante,4.35,1.5,Negocios y Finanzas,Paid,2016-11-16,2016
Cost Accounting Overheads (Professional Course Level),20.0,2383,6,19,Mixto,4.35,2.5,Negocios y Finanzas,Paid,2015-03-31,2015
Forex Trading: Comprehensive & Concise Forex Trading Course,160.0,2379,33,44,Principiante,4.35,3.5,Negocios y Finanzas,Paid,2016-08-06,2016
Working Capital Management for CA / CFA / CPA Exams,25.0,2342,9,33,Principiante,4.35,3.5,Negocios y Finanzas,Paid,2014-10-25,2014
Business Analysis: Working with Use Cases,90.0,2338,224,5,Mixto,4.35,1.5,Negocios y Finanzas,Paid,2013-04-17,2013
Live Account - ETF Trading System - Hacking The Stock Market,150.0,2318,19,16,Mixto,4.35,5.0,Negocios y Finanzas,Paid,2014-12-31,2014
Financial modeling: Build a forward looking financial model,20.0,2317,44,22,Principiante,4.35,2.0,Negocios y Finanzas,Paid,2015-05-05,2015
How I Make Consistent Returns Trading Options,200.0,2310,162,26,Mixto,4.8,3.5,Negocios y Finanzas,Paid,2016-10-05,2016
Option Trading - How To Earn If You Can't Predict The Market,145.0,2305,19,30,Mixto,4.8,1.5,Negocios y Finanzas,Paid,2015-07-22,2015
Forex Traders - Create Your First Trading Robot. No Coding!,200.0,2295,84,39,Intermedio,4.8,4.0,Negocios y Finanzas,Paid,2016-05-02,2016
Basics of Business Statistics (College Level),20.0,2293,9,28,Principiante,4.8,2.0,Negocios y Finanzas,Paid,2015-01-06,2015
Excel functions to analyze and visualize data,20.0,2283,54,16,Intermedio,4.8,2.0,Negocios y Finanzas,Paid,2015-04-20,2015
Bitcoin - The Complete Guide,20.0,2281,12,24,Mixto,4.8,5.5,Negocios y Finanzas,Paid,2014-07-04,2014
Short Selling: Learn To Sell Stocks Before The Fall,75.0,2276,106,19,Mixto,4.8,1.5,Negocios y Finanzas,Paid,2015-06-22,2015
Risk Analysis - Capital Budgeting for CA / CS / CFA exams,20.0,2268,4,47,Mixto,4.8,5.5,Negocios y Finanzas,Paid,2015-07-07,2015
"IAS37 - Provisions, Contingents Liabilities & Assets",0.0,2247,53,29,Mixto,4.8,4.0,Negocios y Finanzas,Free,2014-06-30,2014
Financial Modeling: Build a Complete DCF Valuation Model,95.0,2240,185,44,Mixto,4.8,2.5,Negocios y Finanzas,Paid,2014-12-03,2014
Forex Rate -Why it fluctuates -for CA / CMA / CS / CFA Exams,20.0,2239,4,7,Mixto,4.75,1.0,Negocios y Finanzas,Paid,2015-09-20,2015
Risk in Forex Transactions - for CA / CS / CFA exams,20.0,2235,3,9,Intermedio,3.9000000000000004,1.0,Negocios y Finanzas,Paid,2015-09-29,2015
Charting for Beginners 101: Technical Analysis Demystified,45.0,2230,102,10,Mixto,2.0,1.5,Negocios y Finanzas,Paid,2015-10-09,2015
Accounting Standards Basics (Professional Course Level),20.0,2222,9,12,Mixto,4.55,0.7,Negocios y Finanzas,Paid,2015-02-07,2015
"High-Frequency Trading #1: Basics, History & Strategies",50.0,2222,24,11,Mixto,0.75,0.6,Negocios y Finanzas,Paid,2015-09-28,2015
Option Spreads and Credit Spreads Bundle,180.0,2212,194,24,Mixto,2.6500000000000004,4.5,Negocios y Finanzas,Paid,2013-03-05,2013
Basics of Commerce A Complete Study,150.0,2197,4,105,Principiante,3.8,5.5,Negocios y Finanzas,Paid,2016-12-21,2016
Accounting Bank Reconciliation Statement (College Level),20.0,2189,4,16,Principiante,2.7,1.5,Negocios y Finanzas,Paid,2015-05-25,2015
QuickBooks Online: Complete Guide & Certification tips,50.0,2187,218,91,Mixto,4.35,13.0,Negocios y Finanzas,Paid,2015-08-03,2015
Sensitivity & Scenario Analysis for CA / CFA / CPA Exams,20.0,2185,3,13,Intermedio,1.2,2.0,Negocios y Finanzas,Paid,2015-09-20,2015
How to Become a Financial Analyst from Scratch!,40.0,2177,31,38,Mixto,2.55,5.0,Negocios y Finanzas,Paid,2015-07-07,2015
Financial Modeling for Business Analysts and Consultants,45.0,2174,74,51,Principiante,0.7000000000000001,2.5,Negocios y Finanzas,Paid,2016-12-19,2016
"IAS 16-Property,Plant and Equipment",0.0,2166,38,20,Intermedio,4.45,3.0,Negocios y Finanzas,Free,2014-10-06,2014
Stock Market Leverage: How to Start Trading Options Wisely,95.0,2153,14,13,Avanzado,2.6500000000000004,1.5,Negocios y Finanzas,Paid,2015-07-27,2015
Ultimate Investment Banking Course,200.0,2147,23,51,Avanzado,3.8,1.5,Negocios y Finanzas,Paid,2017-01-18,2017
IAS 10 - Events After Reporting Date,0.0,2146,35,8,Mixto,1.2,1.0,Negocios y Finanzas,Free,2014-05-07,2014
The Complete Value Investing Course: A Proven Approach,200.0,2146,212,49,Principiante,0.7000000000000001,4.5,Negocios y Finanzas,Paid,2015-06-16,2015
Beginners Forex strategy,0.0,2144,47,20,Principiante,3.15,1.0,Negocios y Finanzas,Free,2016-03-18,2016
"Using 'The Greeks To Understand Options""",50.0,2134,55,5,Intermedio,0.35000000000000003,1.0,Negocios y Finanzas,Paid,2016-07-13,2016
"IAS 8-Accounting Policies ,Changes in Accounting Estimates",0.0,2122,30,15,Intermedio,0.65,2.5,Negocios y Finanzas,Free,2014-10-03,2014
Interpreting financial statements,0.0,2119,111,54,Principiante,0.55,2.0,Negocios y Finanzas,Free,2015-10-28,2015
The Ultimate Guide to Dividend & Dividend Growth Investing,200.0,2115,59,88,Mixto,4.4,5.5,Negocios y Finanzas,Paid,2015-11-13,2015
High performance Stock Trading using key Options techniques,40.0,2103,15,6,Principiante,4.4,1.5,Negocios y Finanzas,Paid,2015-04-12,2015
WE WILL PAY YOU TO TRADE WITH US,20.0,2101,51,11,Mixto,4.4,2.0,Negocios y Finanzas,Paid,2014-08-18,2014
"Forex Trading Secrets |MT4 Robot (EA) inside, no coding",150.0,2096,48,29,Principiante,4.4,0.6833333333,Negocios y Finanzas,Paid,2015-08-24,2015
Build A Career In Forex Trading- Learn Fundamental Analysis,200.0,2092,77,52,Principiante,4.4,3.5,Negocios y Finanzas,Paid,2015-11-23,2015
Introduction to Corporate Finance (Mergers & Acquisitions),0.0,2080,83,30,Mixto,4.4,1.5,Negocios y Finanzas,Free,2017-02-28,2017
สอนเทรดไบนารี่ อ๊อฟชั่นอย่างง่าย,0.0,2079,258,25,Principiante,4.4,2.0,Negocios y Finanzas,Free,2015-02-15,2015
How To Set Up A Limited Company In The UK,0.0,2075,69,11,Mixto,4.4,0.7333333333,Negocios y Finanzas,Free,2015-04-20,2015
Practical Accounts & Bookkeeping Automated Overview,20.0,2060,17,30,Principiante,4.4,4.5,Negocios y Finanzas,Paid,2016-01-28,2016
IFRIC 13-Customer Loyalty Programmes (Revenue),0.0,2058,22,6,Principiante,4.4,0.6,Negocios y Finanzas,Free,2014-07-05,2014
Build a DCF Valuation Model,50.0,2053,234,44,Mixto,4.4,5.5,Negocios y Finanzas,Paid,2014-10-01,2014
Stock Market: The Zero Risk Way of Investing,25.0,2046,14,8,Principiante,4.4,0.6333333333,Negocios y Finanzas,Paid,2016-03-18,2016
Financial Management - Ratio Analysis,20.0,2046,9,72,Mixto,4.4,5.5,Negocios y Finanzas,Paid,2014-07-05,2014
Financial Management Budgeting Techniques,20.0,2045,3,10,Principiante,4.4,2.0,Negocios y Finanzas,Paid,2015-04-12,2015
Accounting 101: Guide to Business Accounting,50.0,2031,15,29,Principiante,4.4,14.5,Negocios y Finanzas,Paid,2014-04-21,2014
Collection of Advanced Options concepts for Options traders,40.0,2025,34,9,Intermedio,3.95,1.0,Negocios y Finanzas,Paid,2015-04-13,2015
Investing: How I Consistently Beat The Stock Market,200.0,2000,31,34,Intermedio,4.050000000000001,4.5,Negocios y Finanzas,Paid,2014-12-11,2014
Intermediate Options trading concepts for Stocks and Options,40.0,2000,30,9,Principiante,1.5,1.0,Negocios y Finanzas,Paid,2015-04-13,2015
Financial Planning & Analysis: Building a Company's Budget,150.0,1988,137,27,Principiante,3.4000000000000004,1.5,Negocios y Finanzas,Paid,2016-06-15,2016
Accounting for Beginners : Learn Basics in under 1 Hour,50.0,1971,13,20,Intermedio,1.9,1.5,Negocios y Finanzas,Paid,2015-12-03,2015
Advanced Excel functions,20.0,1964,47,15,Mixto,4.35,1.5,Negocios y Finanzas,Paid,2016-01-12,2016
Learn the basics of preparing accounting statements,20.0,1951,30,20,Principiante,3.3000000000000003,0.55,Negocios y Finanzas,Paid,2015-10-13,2015
Basics of Economics For Beginners A to Z - A Complete Course,170.0,1942,5,24,Mixto,3.5,1.5,Negocios y Finanzas,Paid,2015-08-24,2015
Financial Management - A Complete Study,190.0,1941,128,527,Mixto,4.45,71.5,Negocios y Finanzas,Paid,2014-12-22,2014
Learn to Trade The News,200.0,1924,351,544,Mixto,1.5,46.5,Negocios y Finanzas,Paid,2015-07-16,2015
"Accounting Basics by Hector Garcia, CPA",0.0,1924,120,5,Mixto,2.4,1.0,Negocios y Finanzas,Free,2016-02-25,2016
Cost Accounting Marginal Costing Theory and Practice,20.0,1923,4,31,Mixto,3.8,2.5,Negocios y Finanzas,Paid,2015-03-24,2015
"Intro to Investment Banking, M&A, IPO, Modeling + Free Book",60.0,1922,149,15,Mixto,4.4,20.0,Negocios y Finanzas,Paid,2016-01-21,2016
Introduction to Accounting : Mastering Financial Statements,50.0,1916,38,23,Mixto,2.6,1.0,Negocios y Finanzas,Paid,2016-12-05,2016
Stock Market Option Trading: How Sell Options For Premium,200.0,1909,8,19,Avanzado,1.0,2.0,Negocios y Finanzas,Paid,2015-02-08,2015
Accounting Standard 3 - An Analysis,25.0,1888,6,11,Mixto,2.3499999999999996,1.0,Negocios y Finanzas,Paid,2014-11-14,2014
The Tax Advantaged Investor: A Guide to Legal Tax Reduction!,0.0,1888,42,25,Intermedio,4.699999999999999,2.0,Negocios y Finanzas,Free,2015-12-17,2015
How to Build a Massive Stock Portfolio from Zero!,200.0,1882,51,129,Mixto,3.3000000000000003,11.0,Negocios y Finanzas,Paid,2015-07-20,2015
Transfer Pricing A Complete Analysis,50.0,1852,3,14,Principiante,4.95,2.5,Negocios y Finanzas,Paid,2016-12-28,2016
Financial analysis: Compare performance of companies,20.0,1850,40,20,Principiante,4.75,1.0,Negocios y Finanzas,Paid,2015-06-01,2015
THE Forex Robot: Incredible ROI (Robot Included),200.0,1843,171,35,Mixto,0.2,1.5,Negocios y Finanzas,Paid,2016-10-04,2016
MetaTrader4 Platform Training,0.0,1819,45,15,Principiante,4.0,1.5,Negocios y Finanzas,Free,2016-09-21,2016
Succeed in Forex Even if You Don't Know Where to Start!,200.0,1806,38,211,Principiante,1.45,19.5,Negocios y Finanzas,Paid,2015-06-19,2015
Introducción a las Finanzas,30.0,1798,40,15,Mixto,0.8999999999999999,1.5,Negocios y Finanzas,Paid,2015-01-27,2015
Introductory Financial Accounting,80.0,1793,265,54,Mixto,0.75,10.0,Negocios y Finanzas,Paid,2012-10-03,2012
The Almost Perfect Options Trading Strategy System - Unique,200.0,1793,18,15,Mixto,4.8,1.0,Negocios y Finanzas,Paid,2017-03-03,2017
Forex for Beginners: Easy Forex Trading for Beginners,0.0,1780,32,9,Principiante,3.95,1.0,Negocios y Finanzas,Free,2017-05-18,2017
Cost Accounting Basics (Professional Course Level),20.0,1777,11,23,Principiante,1.1500000000000001,1.0,Negocios y Finanzas,Paid,2014-12-17,2014
Forex Trading vs Option Trading,95.0,1776,14,29,Mixto,1.35,2.5,Negocios y Finanzas,Paid,2015-07-08,2015
First Steps to Trading the Forexmarkets : Technical Analysis,35.0,1772,19,15,Principiante,1.0,3.5,Negocios y Finanzas,Paid,2016-01-08,2016
Forex Trading - Advanced Fundamental Analysis,20.0,1754,100,49,Principiante,2.3000000000000003,2.5,Negocios y Finanzas,Paid,2016-06-30,2016
Trading strategies with common sense technical analysis,75.0,1750,71,29,Mixto,4.0,3.0,Negocios y Finanzas,Paid,2015-07-19,2015
Algorithmic Trading in MATLAB: WFAToolbox App GUI (Finance),20.0,1749,41,21,Mixto,4.0,1.0,Negocios y Finanzas,Paid,2015-06-23,2015
Technical Analysis 101: Ten Primary Candlestick Reversals,95.0,1741,85,84,Principiante,1.2,7.0,Negocios y Finanzas,Paid,2014-10-05,2014
Portfolio Management for CA / CS / CFA exams,20.0,1740,5,8,Principiante,0.75,1.0,Negocios y Finanzas,Paid,2015-07-21,2015
How To Profit From Stock Market Volatility,0.0,1736,36,11,Intermedio,2.6500000000000004,0.6,Negocios y Finanzas,Free,2017-01-23,2017
Become A Forex Trader - Forex trading like a professional,0.0,1735,31,19,Mixto,0.55,2.5,Negocios y Finanzas,Free,2017-05-28,2017
High-Frequency Trading #2: Market Structure & Instruments,50.0,1732,11,12,Mixto,1.4000000000000001,0.6833333333,Negocios y Finanzas,Paid,2015-11-19,2015
Accounting 101: Learn Business Finance Forecasting in 60mins,95.0,1730,12,12,Mixto,4.9,1.5,Negocios y Finanzas,Paid,2014-07-24,2014
Technical Analysis 101: How to Profit During Market Crashes,95.0,1730,18,53,Intermedio,4.45,2.0,Negocios y Finanzas,Paid,2016-01-27,2016
CurrencyFair - Avoid Bank Charges when converting currencies,0.0,1730,34,11,Mixto,3.8,0.6666666667,Negocios y Finanzas,Free,2016-05-05,2016
"Binary Options: Trading Strategies, 90% Accuracy and Signals",195.0,1723,38,24,Mixto,4.699999999999999,1.0,Negocios y Finanzas,Paid,2015-12-14,2015
Tax Strategy: Financial Planning for Beginners,200.0,1703,59,25,Mixto,3.15,2.0,Negocios y Finanzas,Paid,2014-11-04,2014
Forex Trading using professional indicators by TOP traders,200.0,1699,40,28,Mixto,3.5999999999999996,3.5,Negocios y Finanzas,Paid,2015-07-07,2015
Optimizing investment to maximise your return,0.0,1696,22,11,Mixto,2.6500000000000004,0.6333333333,Negocios y Finanzas,Free,2016-03-25,2016
Forex Trading For Beginners: Technical Trading,0.0,1685,29,16,Mixto,3.0,2.0,Negocios y Finanzas,Free,2016-04-28,2016
How to Trade Binary Options Effectively – All Levels,195.0,1680,39,17,Mixto,4.0,1.0,Negocios y Finanzas,Paid,2016-01-27,2016
The Power Modeling Bootcamp: Advanced Excel in 10 Days,150.0,1680,158,76,Mixto,3.3000000000000003,5.5,Negocios y Finanzas,Paid,2016-11-26,2016
Invierte en la Bolsa Mexicana y de USA,200.0,1673,547,40,Principiante,2.3000000000000003,5.5,Negocios y Finanzas,Paid,2015-08-10,2015
Learn to Trade Forex and Stocks: From Beginner to Advanced,200.0,1645,25,42,Mixto,1.9500000000000002,2.0,Negocios y Finanzas,Paid,2016-09-07,2016
How to Invest in Stocks + Billionaire Investing Tips,40.0,1643,18,19,Principiante,1.6,2.0,Negocios y Finanzas,Paid,2015-07-01,2015
The Complete Forex Trader,25.0,1634,142,46,Intermedio,1.6,7.0,Negocios y Finanzas,Paid,2012-10-01,2012
How to Invest in Startups - Expert Reveals Winning Secrets.,0.0,1625,5,145,Principiante,3.9000000000000004,8.5,Negocios y Finanzas,Free,2016-08-29,2016
Build Financial Models & Value Companies The Easy Way,20.0,1609,137,18,Intermedio,0.55,1.0,Negocios y Finanzas,Paid,2015-10-13,2015
Basics of investing in Mutual Funds,20.0,1589,26,42,Intermedio,0.55,1.5,Negocios y Finanzas,Paid,2015-03-03,2015
Stock Options Trades Using Interactive Brokers,95.0,1580,26,14,Mixto,1.1,1.0,Negocios y Finanzas,Paid,2015-09-07,2015
How I Learned Stock Trading (and How You Can Too),200.0,1580,12,53,Mixto,0.8,2.0,Negocios y Finanzas,Paid,2017-05-02,2017
Trading Binary Options for Fun and Profit,20.0,1574,24,46,Mixto,4.1,2.0,Negocios y Finanzas,Paid,2015-02-21,2015
Introducción al trading de opciones,100.0,1573,122,43,Principiante,0.75,5.5,Negocios y Finanzas,Paid,2015-02-17,2015
Venture Capital. What is it and Why it Matters to You!,50.0,1566,48,25,Principiante,1.4000000000000001,2.5,Negocios y Finanzas,Paid,2015-10-14,2015
Fundamentals of Accounting,20.0,1560,43,25,Mixto,2.3499999999999996,3.0,Negocios y Finanzas,Paid,2016-08-31,2016
NPV and IRR Techniques for CA / CFA / CPA Exams,20.0,1551,5,55,Principiante,0.25,7.5,Negocios y Finanzas,Paid,2014-09-22,2014
Understand Banks & Financial Markets,30.0,1548,24,34,Mixto,0.25,3.0,Negocios y Finanzas,Paid,2013-12-19,2013
Cost Accounting Labour Costing (Professional Course Level),20.0,1542,1,24,Mixto,4.8,2.0,Negocios y Finanzas,Paid,2015-04-20,2015
Investing And Trading For Beginners: Mastering Price Charts,65.0,1540,178,26,Intermedio,3.65,1.0,Negocios y Finanzas,Paid,2016-02-21,2016
Advanced Accounting A Complete Study for CA / CMA / CFA / CS,150.0,1535,16,462,Principiante,1.55,62.0,Negocios y Finanzas,Paid,2016-06-03,2016
Certificate Program In Management Accounting,50.0,1532,7,24,Mixto,3.8,6.0,Negocios y Finanzas,Paid,2014-04-24,2014
The Actuarial Profession: Basic Sciences and Principles,25.0,1531,6,7,Intermedio,0.5,0.5833333333,Negocios y Finanzas,Paid,2016-11-20,2016
Ultimate Stock Market Investing: Learn How to Value Stocks,50.0,1519,40,46,Mixto,0.65,3.5,Negocios y Finanzas,Paid,2015-11-03,2015
Options Trading 101: The Basics,0.0,1514,66,11,Mixto,0.75,0.55,Negocios y Finanzas,Free,2017-03-23,2017
Trend Traders Club: How To Find And Trade Fast Moving Trends,75.0,1513,31,60,Mixto,1.5,5.5,Negocios y Finanzas,Paid,2015-08-04,2015
Algorithmic futures trading - Investing with no experience,195.0,1512,23,19,Principiante,1.0,1.5,Negocios y Finanzas,Paid,2015-09-14,2015
Valuation of Goodwill for CA / CFA / CMA Exams,20.0,1509,0,9,Mixto,3.85,0.7166666667,Negocios y Finanzas,Paid,2015-09-23,2015
How to Start Investing: Made Simple and Easy,200.0,1506,12,12,Mixto,3.3000000000000003,1.0,Negocios y Finanzas,Paid,2016-11-25,2016
How to Build a Massive Retirement Plan from Scratch!,200.0,1498,30,23,Principiante,4.4,2.0,Negocios y Finanzas,Paid,2015-06-22,2015
TRADING MARKET MAP,45.0,1489,32,27,Mixto,4.3,3.5,Negocios y Finanzas,Paid,2015-07-01,2015
The Most Powerful Options Spread Trading Front Ratio Spread,200.0,1487,16,18,Principiante,3.9000000000000004,2.0,Negocios y Finanzas,Paid,2017-03-08,2017
Introduction to Financial Statement Analysis,20.0,1480,25,25,Intermedio,2.3499999999999996,1.5,Negocios y Finanzas,Paid,2016-03-21,2016
Learn How to Play CashFlow Game,35.0,1459,11,26,Mixto,1.3,1.0,Negocios y Finanzas,Paid,2016-10-17,2016
Interpreting Financial Statements,20.0,1449,29,23,Mixto,0.35000000000000003,1.5,Negocios y Finanzas,Paid,2013-06-06,2013
Accounting 2 Simplified for You,45.0,1446,23,27,Principiante,2.75,5.0,Negocios y Finanzas,Paid,2014-12-09,2014
SAP FICO For Beginners - A Guide to SAP Financial Accounts,100.0,1444,101,59,Mixto,4.85,5.0,Negocios y Finanzas,Paid,2016-07-25,2016
Take Control By Learning The Stock Market Now,30.0,1440,0,21,Mixto,1.5,1.0,Negocios y Finanzas,Paid,2015-03-10,2015
"Accounting Superpowers: Learn Accounts, Understand Business!",200.0,1437,96,34,Principiante,2.75,2.5,Negocios y Finanzas,Paid,2016-08-08,2016
How to Consistently Win Trading Stocks in 30 Days or Less,145.0,1433,169,15,Mixto,4.65,1.0,Negocios y Finanzas,Paid,2016-05-09,2016
Forex Trading - Learn to Trade From Scratch!,20.0,1423,103,37,Mixto,1.85,1.5,Negocios y Finanzas,Paid,2016-06-19,2016
Get Acquired: Learn From The Head Of Acquisitions For eBay,195.0,1420,70,29,Principiante,2.75,2.5,Negocios y Finanzas,Paid,2016-04-28,2016
Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,200.0,1406,71,54,Intermedio,4.4,1.5,Negocios y Finanzas,Paid,2017-01-18,2017
TRADING TRUTHS,50.0,1405,14,27,Principiante,1.5,2.0,Negocios y Finanzas,Paid,2015-06-12,2015
Essentials of Finance and Investment in 2 hours,20.0,1403,6,14,Mixto,0.55,2.0,Negocios y Finanzas,Paid,2015-06-01,2015
Option Trading: How to Adjust Delta-Neutral Strangles!,145.0,1398,15,26,Intermedio,4.65,1.5,Negocios y Finanzas,Paid,2015-10-19,2015
CFA: Fast Track your career in Finance,20.0,1393,27,21,Mixto,2.6,2.0,Negocios y Finanzas,Paid,2015-09-29,2015
Trading Options With Money Flow,200.0,1380,42,17,Mixto,4.699999999999999,1.0,Negocios y Finanzas,Paid,2016-10-18,2016
Financial Statements Basics,20.0,1374,19,9,Principiante,0.35000000000000003,2.0,Negocios y Finanzas,Paid,2016-01-14,2016
Financial modeling: Build a DCF equity valuation model,20.0,1369,17,31,Mixto,3.55,1.5,Negocios y Finanzas,Paid,2016-03-06,2016
MQL4 Programming for Traders: Build Robust Trading Robots!,195.0,1367,33,74,Mixto,3.8,7.0,Negocios y Finanzas,Paid,2016-02-22,2016
Surviving Introduction to Finance,0.0,1362,7,13,Intermedio,4.1,3.0,Negocios y Finanzas,Free,2014-02-06,2014
Practical Accounts APP Overview,20.0,1361,1,14,Principiante,3.8,3.0,Negocios y Finanzas,Paid,2016-10-04,2016
Options Trading Essentials: The ULTIMATE Guides,0.0,1352,6,20,Avanzado,3.0,4.0,Negocios y Finanzas,Free,2017-04-24,2017
MBA Accounting and Finance for Managers(Paper MS04 of IGNOU),150.0,1340,4,272,Mixto,1.9500000000000002,26.0,Negocios y Finanzas,Paid,2015-07-19,2015
Master Iron Condors - Double the credit for half the risk,60.0,1338,139,7,Mixto,4.6000000000000005,1.0,Negocios y Finanzas,Paid,2013-03-02,2013
Financial Modeling in Excel for Startups,50.0,1334,86,54,Principiante,2.55,6.0,Negocios y Finanzas,Paid,2014-01-05,2014
The Complete Guide to Forex Trading,20.0,1329,12,33,Mixto,0.1,5.0,Negocios y Finanzas,Paid,2017-02-05,2017
How to start a successful career in finance?,0.0,1318,7,27,Principiante,2.3499999999999996,2.0,Negocios y Finanzas,Free,2016-08-24,2016
Forex SOS Course: Trading Tweaks And Working Forex Strategy,50.0,1315,48,59,Mixto,3.7,2.5,Negocios y Finanzas,Paid,2015-11-18,2015
The Complete Position Trading Course: Position Trading Stock,45.0,1311,36,5,Mixto,4.25,1.0,Negocios y Finanzas,Paid,2016-01-15,2016
Accounting for School Students,30.0,1311,2,12,Principiante,2.3000000000000003,1.5,Negocios y Finanzas,Paid,2015-05-22,2015
